Features,F1 Score
"['Omega', 'QV', 'SeaLevPress', 'dAirTemp', 'dUWinds', 'VWinds']",0.4736842105263157
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'dLon']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'UWinds']",0.48571428571428577
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'dVWinds']",0.5675675675675677
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'dSeaLevPress']",0.5405405405405405
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'dAirTemp']",0.5205479452054794
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'dUWinds']",0.5135135135135135
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLat', 'VWinds']",0.4571428571428572
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'UWinds']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'dVWinds']",0.5070422535211268
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'dSeaLevPress']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'dAirTemp']",0.47058823529411764
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'dUWinds']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dLon', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'AirTemp', 'UWinds', 'dVWinds']",0.5641025641025641
"['Omega', 'QV', 'dOmega', 'AirTemp', 'UWinds', 'dSeaLevPress']",0.48
"['Omega', 'QV', 'dOmega', 'AirTemp', 'UWinds', 'dAirTemp']",0.4864864864864865
"['Omega', 'QV', 'dOmega', 'AirTemp', 'UWinds', 'dUWinds']",0.39999999999999997
"['Omega', 'QV', 'dOmega', 'AirTemp', 'UWinds', 'VWinds']",0.5063291139240507
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dVWinds', 'dSeaLevPress']",0.5783132530120482
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dVWinds', 'dAirTemp']",0.5974025974025974
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dVWinds', 'dUWinds']",0.5609756097560975
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dVWinds', 'VWinds']",0.6024096385542168
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dSeaLevPress', 'dAirTemp']",0.5316455696202531
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dSeaLevPress', 'dUWinds']",0.39999999999999997
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dSeaLevPress', 'VWinds']",0.5185185185185185
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dAirTemp', 'dUWinds']",0.5542168674698795
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dAirTemp', 'VWinds']",0.5
"['Omega', 'QV', 'dOmega', 'AirTemp', 'dUWinds', 'VWinds']",0.5063291139240507
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'UWinds']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'dVWinds']",0.5070422535211268
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'dSeaLevPress']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'dAirTemp']",0.48571428571428577
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'dUWinds']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'dLat', 'dLon', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'dLat', 'UWinds', 'dVWinds']",0.5866666666666667
"['Omega', 'QV', 'dOmega', 'dLat', 'UWinds', 'dSeaLevPress']",0.5352112676056338
"['Omega', 'QV', 'dOmega', 'dLat', 'UWinds', 'dAirTemp']",0.5277777777777778
"['Omega', 'QV', 'dOmega', 'dLat', 'UWinds', 'dUWinds']",0.48571428571428577
"['Omega', 'QV', 'dOmega', 'dLat', 'UWinds', 'VWinds']",0.5205479452054794
"['Omega', 'QV', 'dOmega', 'dLat', 'dVWinds', 'dSeaLevPress']",0.5866666666666667
"['Omega', 'QV', 'dOmega', 'dLat', 'dVWinds', 'dAirTemp']",0.5675675675675677
"['Omega', 'QV', 'dOmega', 'dLat', 'dVWinds', 'dUWinds']",0.5641025641025641
"['Omega', 'QV', 'dOmega', 'dLat', 'dVWinds', 'VWinds']",0.5753424657534247
"['Omega', 'QV', 'dOmega', 'dLat', 'dSeaLevPress', 'dAirTemp']",0.5405405405405405
"['Omega', 'QV', 'dOmega', 'dLat', 'dSeaLevPress', 'dUWinds']",0.5066666666666666
"['Omega', 'QV', 'dOmega', 'dLat', 'dSeaLevPress', 'VWinds']",0.5405405405405405
"['Omega', 'QV', 'dOmega', 'dLat', 'dAirTemp', 'dUWinds']",0.5675675675675677
"['Omega', 'QV', 'dOmega', 'dLat', 'dAirTemp', 'VWinds']",0.5526315789473685
"['Omega', 'QV', 'dOmega', 'dLat', 'dUWinds', 'VWinds']",0.4931506849315069
"['Omega', 'QV', 'dOmega', 'dLon', 'UWinds', 'dVWinds']",0.46376811594202905
"['Omega', 'QV', 'dOmega', 'dLon', 'UWinds', 'dSeaLevPress']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLon', 'UWinds', 'dAirTemp']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLon', 'UWinds', 'dUWinds']",0.417910447761194
"['Omega', 'QV', 'dOmega', 'dLon', 'UWinds', 'VWinds']",0.36923076923076925
"['Omega', 'QV', 'dOmega', 'dLon', 'dVWinds', 'dSeaLevPress']",0.5142857142857142
"['Omega', 'QV', 'dOmega', 'dLon', 'dVWinds', 'dAirTemp']",0.5142857142857142
"['Omega', 'QV', 'dOmega', 'dLon', 'dVWinds', 'dUWinds']",0.46376811594202905
"['Omega', 'QV', 'dOmega', 'dLon', 'dVWinds', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'dOmega', 'dLon', 'dSeaLevPress', 'dAirTemp']",0.47058823529411764
"['Omega', 'QV', 'dOmega', 'dLon', 'dSeaLevPress', 'dUWinds']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLon', 'dSeaLevPress', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'dOmega', 'dLon', 'dAirTemp', 'dUWinds']",0.42424242424242425
"['Omega', 'QV', 'dOmega', 'dLon', 'dAirTemp', 'VWinds']",0.47058823529411764
"['Omega', 'QV', 'dOmega', 'dLon', 'dUWinds', 'VWinds']",0.3939393939393939
"['Omega', 'QV', 'dOmega', 'UWinds', 'dVWinds', 'dSeaLevPress']",0.5569620253164557
"['Omega', 'QV', 'dOmega', 'UWinds', 'dVWinds', 'dAirTemp']",0.5599999999999999
"['Omega', 'QV', 'dOmega', 'UWinds', 'dVWinds', 'dUWinds']",0.575
"['Omega', 'QV', 'dOmega', 'UWinds', 'dVWinds', 'VWinds']",0.5822784810126582
"['Omega', 'QV', 'dOmega', 'UWinds', 'dSeaLevPress', 'dAirTemp']",0.4788732394366197
"['Omega', 'QV', 'dOmega', 'UWinds', 'dSeaLevPress', 'dUWinds']",0.39436619718309857
"['Omega', 'QV', 'dOmega', 'UWinds', 'dSeaLevPress', 'VWinds']",0.4675324675324676
"['Omega', 'QV', 'dOmega', 'UWinds', 'dAirTemp', 'dUWinds']",0.4533333333333333
"['Omega', 'QV', 'dOmega', 'UWinds', 'dAirTemp', 'VWinds']",0.5135135135135135
"['Omega', 'QV', 'dOmega', 'UWinds', 'dUWinds', 'VWinds']",0.5250000000000001
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dSeaLevPress', 'dAirTemp']",0.575
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dSeaLevPress', 'dUWinds']",0.5853658536585367
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dSeaLevPress', 'VWinds']",0.6
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dAirTemp', 'dUWinds']",0.5853658536585367
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dAirTemp', 'VWinds']",0.6153846153846155
"['Omega', 'QV', 'dOmega', 'dVWinds', 'dUWinds', 'VWinds']",0.5609756097560975
"['Omega', 'QV', 'dOmega', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.5128205128205128
"['Omega', 'QV', 'dOmega', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.5454545454545454
"['Omega', 'QV', 'dOmega', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.5454545454545454
"['Omega', 'QV', 'dOmega', 'dAirTemp', 'dUWinds', 'VWinds']",0.5250000000000001
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'UWinds']",0.44776119402985076
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'dVWinds']",0.5277777777777778
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'dSeaLevPress']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'dUWinds']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'dLat', 'dLon', 'VWinds']",0.46376811594202905
"['Omega', 'QV', 'AirTemp', 'dLat', 'UWinds', 'dVWinds']",0.5945945945945945
"['Omega', 'QV', 'AirTemp', 'dLat', 'UWinds', 'dSeaLevPress']",0.48571428571428577
"['Omega', 'QV', 'AirTemp', 'dLat', 'UWinds', 'dAirTemp']",0.4788732394366197
"['Omega', 'QV', 'AirTemp', 'dLat', 'UWinds', 'dUWinds']",0.46376811594202905
"['Omega', 'QV', 'AirTemp', 'dLat', 'UWinds', 'VWinds']",0.48571428571428577
"['Omega', 'QV', 'AirTemp', 'dLat', 'dVWinds', 'dSeaLevPress']",0.6052631578947368
"['Omega', 'QV', 'AirTemp', 'dLat', 'dVWinds', 'dAirTemp']",0.5945945945945945
"['Omega', 'QV', 'AirTemp', 'dLat', 'dVWinds', 'dUWinds']",0.5675675675675677
"['Omega', 'QV', 'AirTemp', 'dLat', 'dVWinds', 'VWinds']",0.5277777777777778
"['Omega', 'QV', 'AirTemp', 'dLat', 'dSeaLevPress', 'dAirTemp']",0.5333333333333333
"['Omega', 'QV', 'AirTemp', 'dLat', 'dSeaLevPress', 'dUWinds']",0.5
"['Omega', 'QV', 'AirTemp', 'dLat', 'dSeaLevPress', 'VWinds']",0.5277777777777778
"['Omega', 'QV', 'AirTemp', 'dLat', 'dAirTemp', 'dUWinds']",0.5
"['Omega', 'QV', 'AirTemp', 'dLat', 'dAirTemp', 'VWinds']",0.4788732394366197
"['Omega', 'QV', 'AirTemp', 'dLat', 'dUWinds', 'VWinds']",0.4788732394366197
"['Omega', 'QV', 'AirTemp', 'dLon', 'UWinds', 'dVWinds']",0.5352112676056338
"['Omega', 'QV', 'AirTemp', 'dLon', 'UWinds', 'dSeaLevPress']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'dLon', 'UWinds', 'dAirTemp']",0.4927536231884058
"['Omega', 'QV', 'AirTemp', 'dLon', 'UWinds', 'dUWinds']",0.44776119402985076
"['Omega', 'QV', 'AirTemp', 'dLon', 'UWinds', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'AirTemp', 'dLon', 'dVWinds', 'dSeaLevPress']",0.5142857142857142
"['Omega', 'QV', 'AirTemp', 'dLon', 'dVWinds', 'dAirTemp']",0.5277777777777778
"['Omega', 'QV', 'AirTemp', 'dLon', 'dVWinds', 'dUWinds']",0.5277777777777778
"['Omega', 'QV', 'AirTemp', 'dLon', 'dVWinds', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'AirTemp', 'dLon', 'dSeaLevPress', 'dAirTemp']",0.48571428571428577
"['Omega', 'QV', 'AirTemp', 'dLon', 'dSeaLevPress', 'dUWinds']",0.44776119402985076
"['Omega', 'QV', 'AirTemp', 'dLon', 'dSeaLevPress', 'VWinds']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'dLon', 'dAirTemp', 'dUWinds']",0.4927536231884058
"['Omega', 'QV', 'AirTemp', 'dLon', 'dAirTemp', 'VWinds']",0.47058823529411764
"['Omega', 'QV', 'AirTemp', 'dLon', 'dUWinds', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dVWinds', 'dSeaLevPress']",0.5641025641025641
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dVWinds', 'dAirTemp']",0.5866666666666667
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dVWinds', 'dUWinds']",0.5569620253164557
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dVWinds', 'VWinds']",0.5641025641025641
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dSeaLevPress', 'dAirTemp']",0.4533333333333333
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dSeaLevPress', 'dUWinds']",0.4657534246575343
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dSeaLevPress', 'VWinds']",0.4166666666666667
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dAirTemp', 'dUWinds']",0.42666666666666664
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dAirTemp', 'VWinds']",0.417910447761194
"['Omega', 'QV', 'AirTemp', 'UWinds', 'dUWinds', 'VWinds']",0.4675324675324676
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dSeaLevPress', 'dAirTemp']",0.5897435897435898
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dSeaLevPress', 'dUWinds']",0.5194805194805195
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dSeaLevPress', 'VWinds']",0.5454545454545454
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dAirTemp', 'dUWinds']",0.6
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dAirTemp', 'VWinds']",0.5789473684210527
"['Omega', 'QV', 'AirTemp', 'dVWinds', 'dUWinds', 'VWinds']",0.5316455696202531
"['Omega', 'QV', 'AirTemp', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.4383561643835617
"['Omega', 'QV', 'AirTemp', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.410958904109589
"['Omega', 'QV', 'AirTemp', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.4864864864864865
"['Omega', 'QV', 'AirTemp', 'dAirTemp', 'dUWinds', 'VWinds']",0.44155844155844154
"['Omega', 'QV', 'dLat', 'dLon', 'UWinds', 'dVWinds']",0.5352112676056338
"['Omega', 'QV', 'dLat', 'dLon', 'UWinds', 'dSeaLevPress']",0.44776119402985076
"['Omega', 'QV', 'dLat', 'dLon', 'UWinds', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'dLat', 'dLon', 'UWinds', 'dUWinds']",0.42424242424242425
"['Omega', 'QV', 'dLat', 'dLon', 'UWinds', 'VWinds']",0.46376811594202905
"['Omega', 'QV', 'dLat', 'dLon', 'dVWinds', 'dSeaLevPress']",0.5142857142857142
"['Omega', 'QV', 'dLat', 'dLon', 'dVWinds', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'dLat', 'dLon', 'dVWinds', 'dUWinds']",0.4927536231884058
"['Omega', 'QV', 'dLat', 'dLon', 'dVWinds', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'dLat', 'dLon', 'dSeaLevPress', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'dLat', 'dLon', 'dSeaLevPress', 'dUWinds']",0.47058823529411764
"['Omega', 'QV', 'dLat', 'dLon', 'dSeaLevPress', 'VWinds']",0.44117647058823534
"['Omega', 'QV', 'dLat', 'dLon', 'dAirTemp', 'dUWinds']",0.48571428571428577
"['Omega', 'QV', 'dLat', 'dLon', 'dAirTemp', 'VWinds']",0.48571428571428577
"['Omega', 'QV', 'dLat', 'dLon', 'dUWinds', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'dLat', 'UWinds', 'dVWinds', 'dSeaLevPress']",0.6133333333333333
"['Omega', 'QV', 'dLat', 'UWinds', 'dVWinds', 'dAirTemp']",0.5142857142857142
"['Omega', 'QV', 'dLat', 'UWinds', 'dVWinds', 'dUWinds']",0.5555555555555556
"['Omega', 'QV', 'dLat', 'UWinds', 'dVWinds', 'VWinds']",0.5352112676056338
"['Omega', 'QV', 'dLat', 'UWinds', 'dSeaLevPress', 'dAirTemp']",0.4788732394366197
"['Omega', 'QV', 'dLat', 'UWinds', 'dSeaLevPress', 'dUWinds']",0.5277777777777778
"['Omega', 'QV', 'dLat', 'UWinds', 'dSeaLevPress', 'VWinds']",0.5
"['Omega', 'QV', 'dLat', 'UWinds', 'dAirTemp', 'dUWinds']",0.48571428571428577
"['Omega', 'QV', 'dLat', 'UWinds', 'dAirTemp', 'VWinds']",0.4347826086956522
"['Omega', 'QV', 'dLat', 'UWinds', 'dUWinds', 'VWinds']",0.4571428571428572
"['Omega', 'QV', 'dLat', 'dVWinds', 'dSeaLevPress', 'dAirTemp']",0.5945945945945945
"['Omega', 'QV', 'dLat', 'dVWinds', 'dSeaLevPress', 'dUWinds']",0.5866666666666667
"['Omega', 'QV', 'dLat', 'dVWinds', 'dSeaLevPress', 'VWinds']",0.5277777777777778
"['Omega', 'QV', 'dLat', 'dVWinds', 'dAirTemp', 'dUWinds']",0.5675675675675677
"['Omega', 'QV', 'dLat', 'dVWinds', 'dAirTemp', 'VWinds']",0.5352112676056338
"['Omega', 'QV', 'dLat', 'dVWinds', 'dUWinds', 'VWinds']",0.5070422535211268
"['Omega', 'QV', 'dLat', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.5
"['Omega', 'QV', 'dLat', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.5
"['Omega', 'QV', 'dLat', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.48571428571428577
"['Omega', 'QV', 'dLat', 'dAirTemp', 'dUWinds', 'VWinds']",0.5
"['Omega', 'QV', 'dLon', 'UWinds', 'dVWinds', 'dSeaLevPress']",0.5142857142857142
"['Omega', 'QV', 'dLon', 'UWinds', 'dVWinds', 'dAirTemp']",0.5277777777777778
"['Omega', 'QV', 'dLon', 'UWinds', 'dVWinds', 'dUWinds']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'UWinds', 'dVWinds', 'VWinds']",0.5142857142857142
"['Omega', 'QV', 'dLon', 'UWinds', 'dSeaLevPress', 'dAirTemp']",0.48571428571428577
"['Omega', 'QV', 'dLon', 'UWinds', 'dSeaLevPress', 'dUWinds']",0.44776119402985076
"['Omega', 'QV', 'dLon', 'UWinds', 'dSeaLevPress', 'VWinds']",0.47058823529411764
"['Omega', 'QV', 'dLon', 'UWinds', 'dAirTemp', 'dUWinds']",0.44776119402985076
"['Omega', 'QV', 'dLon', 'UWinds', 'dAirTemp', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'UWinds', 'dUWinds', 'VWinds']",0.417910447761194
"['Omega', 'QV', 'dLon', 'dVWinds', 'dSeaLevPress', 'dAirTemp']",0.5070422535211268
"['Omega', 'QV', 'dLon', 'dVWinds', 'dSeaLevPress', 'dUWinds']",0.5142857142857142
"['Omega', 'QV', 'dLon', 'dVWinds', 'dSeaLevPress', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'dVWinds', 'dAirTemp', 'dUWinds']",0.5277777777777778
"['Omega', 'QV', 'dLon', 'dVWinds', 'dAirTemp', 'VWinds']",0.5070422535211268
"['Omega', 'QV', 'dLon', 'dVWinds', 'dUWinds', 'VWinds']",0.4927536231884058
"['Omega', 'QV', 'dLon', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.48571428571428577
"['Omega', 'QV', 'dLon', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.46376811594202905
"['Omega', 'QV', 'dLon', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.44776119402985076
"['Omega', 'QV', 'dLon', 'dAirTemp', 'dUWinds', 'VWinds']",0.47058823529411764
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dSeaLevPress', 'dAirTemp']",0.5714285714285714
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dSeaLevPress', 'dUWinds']",0.575
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dSeaLevPress', 'VWinds']",0.5194805194805195
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dAirTemp', 'dUWinds']",0.5714285714285714
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dAirTemp', 'VWinds']",0.5822784810126582
"['Omega', 'QV', 'UWinds', 'dVWinds', 'dUWinds', 'VWinds']",0.5542168674698795
"['Omega', 'QV', 'UWinds', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.3880597014925373
"['Omega', 'QV', 'UWinds', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.4347826086956522
"['Omega', 'QV', 'UWinds', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.4657534246575343
"['Omega', 'QV', 'UWinds', 'dAirTemp', 'dUWinds', 'VWinds']",0.5135135135135135
"['Omega', 'QV', 'dVWinds', 'dSeaLevPress', 'dAirTemp', 'dUWinds']",0.6052631578947368
"['Omega', 'QV', 'dVWinds', 'dSeaLevPress', 'dAirTemp', 'VWinds']",0.5822784810126582
"['Omega', 'QV', 'dVWinds', 'dSeaLevPress', 'dUWinds', 'VWinds']",0.5454545454545454
"['Omega', 'QV', 'dVWinds', 'dAirTemp', 'dUWinds', 'VWinds']",0.49350649350649345
"['Omega', 'QV', 'dSeaLevPress', 'dAirTemp', 'dUWinds', 'VWinds']",0.5135135135135135
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dLat']",0.48571428571428577
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dLon']",0.44776119402985076
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'UWinds']",0.3880597014925373
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dVWinds']",0.5675675675675677
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dSeaLevPress']",0.5454545454545454
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dAirTemp']",0.5135135135135135
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'dUWinds']",0.42857142857142855
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'AirTemp', 'VWinds']",0.4864864864864865
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'dLon']",0.42424242424242425
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'UWinds']",0.5352112676056338
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'dVWinds']",0.5277777777777778
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'dSeaLevPress']",0.5
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'dAirTemp']",0.5070422535211268
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'dUWinds']",0.5070422535211268
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLat', 'VWinds']",0.48571428571428577
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'UWinds']",0.4
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'dVWinds']",0.48571428571428577
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'dSeaLevPress']",0.4
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'dAirTemp']",0.47058823529411764
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'dUWinds']",0.42424242424242425
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dLon', 'VWinds']",0.42424242424242425
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'UWinds', 'dVWinds']",0.5194805194805195
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'UWinds', 'dSeaLevPress']",0.42253521126760557
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'UWinds', 'dAirTemp']",0.4722222222222222
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'UWinds', 'dUWinds']",0.37681159420289856
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'UWinds', 'VWinds']",0.4722222222222222
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dVWinds', 'dSeaLevPress']",0.4931506849315069
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dVWinds', 'dAirTemp']",0.5135135135135135
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dVWinds', 'dUWinds']",0.5569620253164557
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dVWinds', 'VWinds']",0.5822784810126582
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dSeaLevPress', 'dAirTemp']",0.4931506849315069
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dSeaLevPress', 'dUWinds']",0.39436619718309857
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dSeaLevPress', 'VWinds']",0.5135135135135135
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dAirTemp', 'dUWinds']",0.49350649350649345
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dAirTemp', 'VWinds']",0.4657534246575343
"['Omega', 'dQV', 'SeaLevPress', 'dOmega', 'dUWinds', 'VWinds']",0.4444444444444444
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'dLon']",0.47058823529411764
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'UWinds']",0.46376811594202905
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'dVWinds']",0.5352112676056338
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'dSeaLevPress']",0.547945205479452
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'dAirTemp']",0.5277777777777778
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'dUWinds']",0.5070422535211268
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLat', 'VWinds']",0.4788732394366197
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'UWinds']",0.44776119402985076
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'dVWinds']",0.4927536231884058
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'dSeaLevPress']",0.44776119402985076
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'dAirTemp']",0.47058823529411764
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'dUWinds']",0.44776119402985076
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dLon', 'VWinds']",0.42424242424242425
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'UWinds', 'dVWinds']",0.5205479452054794
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'UWinds', 'dSeaLevPress']",0.4507042253521127
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'UWinds', 'dAirTemp']",0.49350649350649345
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'UWinds', 'dUWinds']",0.4383561643835617
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'UWinds', 'VWinds']",0.4722222222222222
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dVWinds', 'dSeaLevPress']",0.5599999999999999
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dVWinds', 'dAirTemp']",0.5070422535211268
"['Omega', 'dQV', 'SeaLevPress', 'AirTemp', 'dVWinds', 'dUWinds']",0.5135135135135135
